   DATE        X           sigmaX     Y         sigmaY
58211.0000      0.032      0.062     -0.085      0.062 
58212.0000      0.009      0.062     -0.088      0.062 
58213.0000     -0.021      0.064     -0.110      0.063 
58214.0000     -0.047      0.066     -0.133      0.065 
58215.0000     -0.052      0.069     -0.157      0.068 
58216.0000     -0.040      0.083     -0.174      0.079 
58217.0000     -0.018      0.103     -0.175      0.094 
58218.0000      0.012      0.110     -0.153      0.099 
58219.0000      0.075      0.209     -0.045      0.179 
58220.0000      0.093      0.338      0.020      0.282 
58221.0000      0.004      0.220     -0.057      0.188 
58222.0000     -0.061      0.169     -0.122      0.147 
58223.0000     -0.056      0.145     -0.116      0.128 
58224.0000     -0.021      0.102     -0.074      0.093 
58225.0000      0.021      0.085     -0.018      0.079 
58226.0000     -0.014      0.081      0.004      0.076 
58227.0000     -0.070      0.073      0.010      0.070 
58228.0000     -0.120      0.068      0.008      0.066 
58229.0000     -0.126      0.068     -0.018      0.066 
58230.0000     -0.099      0.068     -0.058      0.068 
58231.0000     -0.055      0.069     -0.098      0.070 
58232.0000      0.002      0.069     -0.130      0.071 
58233.0000      0.072      0.078     -0.148      0.083 
58234.0000      0.024      0.077     -0.096      0.080 
58235.0000     -0.137      0.067      0.014      0.067 
58236.0000     -0.243      0.066      0.064      0.065 
58237.0000     -0.281      0.065      0.052      0.064 
58238.0000     -0.288      0.063      0.015      0.063 
58239.0000     -0.270      0.061     -0.033      0.060 
58240.0000     -0.234      0.060     -0.077      0.060 
58241.0000     -0.186      0.060     -0.103      0.059 
58242.0000     -0.133      0.061     -0.094      0.060 
58243.0000     -0.083      0.061     -0.092      0.060 
58244.0000     -0.039      0.061     -0.106      0.060 
58245.0000     -0.005      0.061     -0.128      0.060 
58246.0000      0.017      0.061     -0.150      0.060 
58247.0000      0.022      0.061     -0.166      0.060 
58248.0000     -0.002      0.063     -0.162      0.062 
58249.0000     -0.035      0.065     -0.149      0.065 
58250.0000     -0.050      0.065     -0.134      0.065 
58251.0000     -0.054      0.065     -0.114      0.066 
58252.0000     -0.066      0.066     -0.091      0.066 
58253.0000     -0.096      0.066     -0.062      0.066 
58254.0000     -0.160      0.073     -0.024      0.076 
58255.0000     -0.188      0.073     -0.042      0.074 
58256.0000     -0.175      0.067     -0.111      0.067 
58257.0000     -0.172      0.066     -0.136      0.066 
58258.0000     -0.181      0.065     -0.120      0.065 
58259.0000     -0.191      0.063     -0.091      0.063 
58260.0000     -0.199      0.062     -0.064      0.062 
58261.0000     -0.202      0.062     -0.048      0.062 
58262.0000     -0.192      0.062     -0.077      0.061 
58263.0000     -0.179      0.061     -0.116      0.060 
58264.0000     -0.176      0.061     -0.144      0.060 
58265.0000     -0.181      0.062     -0.160      0.061 
58266.0000     -0.188      0.065     -0.165      0.064 
58267.0000     -0.195      0.067     -0.158      0.066 
58268.0000     -0.198      0.067     -0.138      0.066 
58269.0000     -0.186      0.071     -0.095      0.069 
58270.0000     -0.174      0.077     -0.051      0.074 
58271.0000     -0.176      0.077     -0.038      0.074 
58272.0000     -0.189      0.073     -0.048      0.071 
58273.0000     -0.204      0.068     -0.068      0.066 
58274.0000     -0.215      0.066     -0.091      0.064 
58275.0000     -0.203      0.066     -0.094      0.063 
58276.0000     -0.183      0.063     -0.089      0.062 
58277.0000     -0.163      0.062     -0.079      0.060 
58278.0000     -0.156      0.061     -0.055      0.061 
58279.0000     -0.159      0.062     -0.028      0.062 
58280.0000     -0.168      0.063     -0.009      0.064 
58281.0000     -0.181      0.063     -0.005      0.064 
58282.0000     -0.205      0.064     -0.059      0.065 
58283.0000     -0.229      0.067     -0.129      0.067 
58284.0000     -0.247      0.070     -0.189      0.068 
58285.0000     -0.233      0.069     -0.174      0.068 
58286.0000     -0.202      0.067     -0.115      0.065 
58287.0000     -0.167      0.063     -0.048      0.061 
58288.0000     -0.137      0.062      0.010      0.060 
58289.0000     -0.134      0.062     -0.001      0.060 
58290.0000     -0.145      0.062     -0.038      0.060 
58291.0000     -0.162      0.061     -0.078      0.060 
58292.0000     -0.183      0.061     -0.087      0.060 
58293.0000     -0.204      0.061     -0.075      0.060 
58294.0000     -0.219      0.061     -0.054      0.060 
58295.0000     -0.225      0.061     -0.028      0.060 
58296.0000     -0.200      0.062     -0.002      0.061 
58297.0000     -0.164      0.063      0.021      0.062 
58298.0000     -0.128      0.063      0.040      0.062 
58299.0000     -0.070      0.069      0.008      0.067 
58300.0000     -0.024      0.096     -0.037      0.091 
58301.0000     -0.024      0.128     -0.053      0.118 
58302.0000     -0.094      0.137     -0.014      0.126 
58303.0000     -0.280      0.230      0.124      0.206 
58304.0000     -0.290      0.207      0.126      0.186 
58305.0000     -0.130      0.111     -0.008      0.103 
58306.0000     -0.066      0.093     -0.085      0.087 
58307.0000     -0.094      0.083     -0.098      0.079 
58308.0000     -0.147      0.068     -0.085      0.066 
58309.0000     -0.200      0.063     -0.053      0.062 
58310.0000     -0.177      0.062     -0.013      0.061 
58311.0000     -0.130      0.062      0.031      0.061 
58312.0000     -0.086      0.062      0.075      0.061 
58313.0000     -0.088      0.062      0.102      0.061 
58314.0000     -0.121      0.061      0.116      0.061 
58315.0000     -0.160      0.060      0.122      0.060 
58316.0000     -0.199      0.060      0.120      0.060 
58317.0000     -0.209      0.060      0.109      0.060 
58318.0000     -0.206      0.061      0.094      0.060 
58319.0000     -0.196      0.062      0.080      0.060 
58320.0000     -0.179      0.062      0.082      0.061 
58321.0000     -0.158      0.062      0.093      0.061 
58322.0000     -0.139      0.062      0.103      0.061 
58323.0000     -0.125      0.062      0.110      0.061 
58324.0000     -0.128      0.063      0.096      0.062 
58325.0000     -0.138      0.067      0.075      0.066 
58326.0000     -0.146      0.069      0.057      0.069 
58327.0000     -0.132      0.069      0.071      0.069 
58328.0000     -0.107      0.067      0.100      0.068 
58329.0000     -0.082      0.065      0.126      0.066 
58330.0000     -0.061      0.064      0.138      0.065 
58331.0000     -0.056      0.066      0.093      0.066 
58332.0000     -0.064      0.069      0.029      0.069 
58333.0000     -0.086      0.071     -0.036      0.071 
58334.0000     -0.154      0.090     -0.066      0.089 
58335.0000     -0.241      0.184     -0.072      0.181 
58336.0000     -0.319      0.319     -0.062      0.314 
58337.0000     -0.370      0.366     -0.041      0.360 
58338.0000     -0.316      0.329     -0.001      0.327 
58339.0000     -0.227      0.205      0.041      0.214 
58340.0000     -0.140      0.121      0.076      0.139 
58341.0000     -0.149      0.158      0.060      0.162 
58342.0000     -0.211      0.396      0.017      0.322 
58343.0000     -0.280      0.739     -0.021      0.553 
58344.0000     -0.331      0.857     -0.038      0.632 
58345.0000     -0.280      0.748      0.041      0.554 
58346.0000     -0.194      0.382      0.147      0.292 
58347.0000     -0.108      0.134      0.234      0.115 
58348.0000     -0.093      0.138      0.183      0.123 
58349.0000     -0.119      0.287      0.056      0.260 
58350.0000     -0.151      0.501     -0.073      0.458 
58351.0000     -0.173      0.575     -0.168      0.525 
58352.0000     -0.123      0.504     -0.090      0.461 
58353.0000     -0.050      0.270      0.054      0.247 
58354.0000      0.015      0.113      0.206      0.103 
58355.0000      0.008      0.100      0.278      0.092 
58356.0000     -0.041      0.111      0.295      0.106 
58357.0000     -0.097      0.128      0.285      0.125 
58358.0000     -0.144      0.134      0.258      0.132 
58359.0000     -0.125      0.124      0.230      0.122 
58360.0000     -0.081      0.092      0.200      0.090 
58361.0000     -0.032      0.071      0.168      0.069 
58362.0000      0.006      0.083      0.096      0.076 
58363.0000      0.029      0.147      0.027      0.121 
58364.0000      0.026      0.220      0.012      0.173 
58365.0000     -0.008      0.241      0.083      0.188 
58366.0000     -0.092      0.152      0.295      0.125 
58367.0000     -0.102      0.114      0.357      0.098 
58368.0000     -0.042      0.080      0.265      0.075 
58369.0000     -0.034      0.075      0.247      0.073 
58370.0000     -0.071      0.080      0.298      0.082 
58371.0000     -0.117      0.088      0.356      0.097 
58372.0000     -0.159      0.091      0.398      0.102 
58373.0000     -0.149      0.088      0.342      0.097 
58374.0000     -0.120      0.080      0.253      0.083 
58375.0000     -0.086      0.074      0.171      0.073 
58376.0000     -0.074      0.074      0.176      0.074 
58377.0000     -0.073      0.081      0.231      0.084 
58378.0000     -0.072      0.090      0.298      0.098 
58379.0000     -0.065      0.093      0.356      0.103 
58380.0000     -0.027      0.090      0.346      0.099 
58381.0000      0.019      0.081      0.308      0.084 
58382.0000      0.059      0.075      0.267      0.074 
58383.0000      0.025      0.102      0.276      0.098 
58384.0000     -0.049      0.286      0.314      0.265 
58385.0000     -0.120      0.788      0.355      0.719 
58386.0000     -0.166      1.110      0.387      1.010 
58387.0000     -0.164      1.177      0.397      1.071 
58388.0000     -0.055      0.851      0.356      0.777 
58389.0000      0.092      0.308      0.296      0.289 
58390.0000      0.195      0.223      0.260      0.213 
58391.0000      0.251      0.220      0.247      0.210 
58392.0000      0.278      0.199      0.248      0.190 
58393.0000      0.282      0.134      0.259      0.130 
58394.0000      0.270      0.084      0.277      0.083 
58395.0000      0.245      0.073      0.298      0.073 
58396.0000      0.215      0.072      0.320      0.071 
58397.0000      0.255      0.106      0.408      0.107 
58398.0000      0.289      0.278      0.479      0.286 
58399.0000      0.269      0.498      0.476      0.514 
58400.0000      0.177      0.566      0.374      0.585 
58401.0000     -0.252      1.648     -0.133      1.710 
58402.0000     -0.429      3.046     -0.389      3.163 
58403.0000      0.100      1.772      0.102      1.839 
58404.0000      0.543      1.205      0.557      1.251 
58405.0000      0.593      0.893      0.658      0.927 
58406.0000      0.436      0.337      0.568      0.348 
58407.0000      0.191      0.107      0.384      0.109 
58408.0000      0.143      0.087      0.334      0.088 
58409.0000      0.160      0.074      0.318      0.074 
58410.0000      0.188      0.065      0.301      0.064 
58411.0000      0.229      0.064      0.288      0.064 
58412.0000      0.275      0.064      0.277      0.064 
58413.0000      0.313      0.065      0.269      0.066 
58414.0000      0.335      0.065      0.265      0.066 
58415.0000      0.306      0.064      0.269      0.066 
58416.0000      0.257      0.064      0.276      0.064 
58417.0000      0.207      0.063      0.281      0.063 
58418.0000      0.191      0.063      0.265      0.063 
58419.0000      0.199      0.062      0.242      0.062 
58420.0000      0.216      0.061      0.225      0.061 
58421.0000      0.238      0.061      0.223      0.060 
58422.0000      0.258      0.062      0.247      0.061 
58423.0000      0.295      0.063      0.266      0.062 
58424.0000      0.349      0.065      0.268      0.064 
58425.0000      0.399      0.074      0.257      0.072 
58426.0000      0.428      0.086      0.231      0.084 
58427.0000      0.418      0.090      0.192      0.088 
58428.0000      0.354      0.091      0.140      0.088 
58429.0000      0.166      0.124      0.053      0.120 
58430.0000      0.492      0.130      0.217      0.128 
58431.0000      0.758      0.128      0.366      0.128 
58432.0000      0.702      0.121      0.372      0.123 
58433.0000      0.521      0.104      0.319      0.110 
58434.0000      0.337      0.093      0.255      0.102 
58435.0000      0.270      0.091      0.229      0.100 
58436.0000      0.495      0.122      0.323      0.141 
58437.0000      0.452      0.144      0.097      0.155 
58438.0000      0.304      0.113      0.126      0.117 
58439.0000      0.247      0.097      0.225      0.100 
58440.0000      0.284      0.086      0.195      0.089 
58441.0000      0.340      0.070      0.129      0.071 
58442.0000      0.357      0.064      0.078      0.064 
58443.0000      0.260      0.066      0.104      0.066 
58444.0000      0.173      0.066      0.141      0.066 
58445.0000      0.133      0.066      0.167      0.066 
58446.0000      0.125      0.064      0.185      0.064 
58447.0000      0.143      0.061      0.193      0.060 
58448.0000      0.178      0.059      0.192      0.058 
58449.0000      0.223      0.059      0.181      0.058 
58450.0000      0.264      0.059      0.141      0.058 
58451.0000      0.303      0.059      0.099      0.059 
58452.0000      0.339      0.060      0.069      0.059 
58453.0000      0.359      0.060      0.094      0.060 
58454.0000      0.367      0.062      0.150      0.061 
58455.0000      0.365      0.064      0.208      0.064 
58456.0000      0.355      0.065      0.253      0.065 
58457.0000      0.328      0.065      0.235      0.064 
58458.0000      0.298      0.063      0.190      0.063 
58459.0000      0.273      0.063      0.140      0.061 
58460.0000      0.283      0.062      0.117      0.061 
58461.0000      0.312      0.062      0.112      0.061 
58462.0000      0.346      0.062      0.111      0.060 
58463.0000      0.376      0.062      0.110      0.060 
58464.0000      0.376      0.070      0.097      0.067 
58465.0000      0.364      0.094      0.080      0.086 
58466.0000      0.350      0.111      0.065      0.099 
58467.0000      0.322      0.109      0.049      0.097 
58468.0000      0.298      0.091      0.038      0.084 
58469.0000      0.298      0.070      0.039      0.069 
58470.0000      0.333      0.064      0.056      0.065 
58471.0000      0.428      0.070      0.101      0.073 
58472.0000      0.461      0.069      0.076      0.071 
58473.0000      0.422      0.063     -0.018      0.063 
58474.0000      0.409      0.063     -0.036      0.062 
58475.0000      0.424      0.067      0.018      0.067 
58476.0000      0.438      0.088      0.088      0.090 
58477.0000      0.442      0.115      0.150      0.119 
58478.0000      0.425      0.123      0.178      0.128 
58479.0000      0.378      0.124      0.148      0.129 
58480.0000      0.286      0.101      0.025      0.107 
58481.0000      0.222      0.094     -0.061      0.100 
58482.0000      0.205      0.090     -0.078      0.096 
58483.0000      0.221      0.075     -0.059      0.079 
58484.0000      0.258      0.048     -0.027      0.052 
58485.0000      0.307      0.046     -0.003      0.048 
58486.0000      0.357      0.045     -0.010      0.047 
58487.0000      0.398      0.045     -0.081      0.048 
58488.0000      0.406      0.045     -0.127      0.047 
58489.0000      0.384      0.041     -0.134      0.043 
58490.0000      0.350      0.036     -0.121      0.037 
58491.0000      0.319      0.034     -0.100      0.035 
58492.0000      0.347      0.035     -0.112      0.036 
58493.0000      0.393      0.040     -0.133      0.042 
58494.0000      0.436      0.044     -0.151      0.046 
58495.0000      0.446      0.044     -0.151      0.046 
58496.0000      0.428      0.044     -0.138      0.046 
58497.0000      0.397      0.044     -0.120      0.046 
58498.0000      0.357      0.044     -0.103      0.046 
58499.0000      0.315      0.044     -0.093      0.046 
58500.0000      0.273      0.044     -0.089      0.046 
58501.0000      0.235      0.045     -0.089      0.047 
58502.0000      0.228      0.045     -0.104      0.047 
58503.0000      0.238      0.045     -0.126      0.047 
58504.0000      0.253      0.045     -0.150      0.047 
58505.0000      0.263      0.045     -0.170      0.048 
58506.0000      0.262      0.045     -0.182      0.048 
58507.0000      0.225      0.045     -0.174      0.047 
58508.0000      0.186      0.045     -0.161      0.047 
58509.0000      0.183      0.045     -0.151      0.047 
58510.0000      0.212      0.047     -0.145      0.049 
58511.0000      0.260      0.049     -0.144      0.051 
58512.0000      0.319      0.050     -0.149      0.052 
58513.0000      0.389      0.055     -0.163      0.057 
58514.0000      0.365      0.053     -0.153      0.055 
58515.0000      0.264      0.048     -0.127      0.050 
58516.0000      0.227      0.047     -0.136      0.049 
58517.0000      0.248      0.048     -0.172      0.050 
58518.0000      0.288      0.049     -0.214      0.052 
58519.0000      0.330      0.049     -0.247      0.052 
58520.0000      0.359      0.054     -0.258      0.059 
58521.0000      0.337      0.053     -0.245      0.058 
58522.0000      0.277      0.048     -0.216      0.051 
58523.0000      0.255      0.046     -0.179      0.049 
58524.0000      0.268      0.046     -0.143      0.049 
58525.0000      0.293      0.045     -0.114      0.048 
58526.0000      0.320      0.045     -0.100      0.047 
58527.0000      0.324      0.045     -0.130      0.047 
58528.0000      0.317      0.045     -0.180      0.048 
58529.0000      0.306      0.045     -0.234      0.048 
58530.0000      0.297      0.045     -0.272      0.048 
58531.0000      0.289      0.046     -0.295      0.048 
58532.0000      0.280      0.048     -0.304      0.050 
58533.0000      0.271      0.048     -0.298      0.051 
58534.0000      0.260      0.049     -0.274      0.051 
58535.0000      0.246      0.057     -0.218      0.060 
58536.0000      0.234      0.071     -0.158      0.074 
58537.0000      0.237      0.072     -0.131      0.075 
58538.0000      0.253      0.064     -0.131      0.067 
58539.0000      0.273      0.051     -0.145      0.053 
58540.0000      0.293      0.046     -0.165      0.049 
58541.0000      0.299      0.046     -0.171      0.048 
58542.0000      0.301      0.046     -0.173      0.048 
58543.0000      0.301      0.046     -0.177      0.048 
58544.0000      0.307      0.046     -0.184      0.048 
58545.0000      0.314      0.046     -0.193      0.049 
58546.0000      0.318      0.046     -0.203      0.049 
58547.0000      0.315      0.046     -0.214      0.049 
58548.0000      0.291      0.046     -0.222      0.049 
58549.0000      0.260      0.048     -0.229      0.050 
58550.0000      0.231      0.049     -0.236      0.051 
58551.0000      0.222      0.049     -0.244      0.051 
58552.0000      0.226      0.048     -0.251      0.051 
58553.0000      0.235      0.047     -0.255      0.050 
58554.0000      0.246      0.047     -0.254      0.050 
58555.0000      0.254      0.047     -0.239      0.050 
58556.0000      0.259      0.047     -0.220      0.050 
58557.0000      0.259      0.047     -0.203      0.050 
58558.0000      0.247      0.047     -0.201      0.050 
58559.0000      0.228      0.046     -0.209      0.049 
58560.0000      0.206      0.046     -0.221      0.049 
58561.0000      0.182      0.046     -0.233      0.049 
58562.0000      0.194      0.046     -0.200      0.049 
58563.0000      0.221      0.046     -0.148      0.049 
58564.0000      0.248      0.046     -0.095      0.048 
58565.0000      0.266      0.045     -0.049      0.048 
58566.0000      0.271      0.045     -0.019      0.048 
58567.0000      0.254      0.045     -0.012      0.048 
58568.0000      0.210      0.045     -0.035      0.048 
58569.0000      0.123      0.045     -0.103      0.048 
58570.0000      0.103      0.045     -0.148      0.048 
58571.0000      0.146      0.045     -0.164      0.048 
58572.0000      0.167      0.045     -0.185      0.048 
58573.0000      0.164      0.045     -0.208      0.048 
58574.0000      0.155      0.045     -0.226      0.048 
58575.0000      0.145      0.045     -0.237      0.048 
58576.0000      0.148      0.045     -0.227      0.048 
58577.0000      0.154      0.045     -0.210      0.048 
58578.0000      0.160      0.045     -0.191      0.048 
58579.0000      0.155      0.045     -0.186      0.048 
58580.0000      0.146      0.045     -0.189      0.048 
58581.0000      0.138      0.045     -0.190      0.047 
58582.0000      0.134      0.045     -0.188      0.047 
58583.0000      0.148      0.045     -0.163      0.048 
58584.0000      0.168      0.046     -0.132      0.049 
58585.0000      0.187      0.046     -0.108      0.050 
58586.0000      0.198      0.046     -0.119      0.050 
58587.0000      0.200      0.046     -0.152      0.049 
58588.0000      0.188      0.046     -0.186      0.049 
58589.0000      0.161      0.046     -0.213      0.049 
58590.0000      0.105      0.047     -0.214      0.050 
58591.0000      0.041      0.049     -0.201      0.053 
58592.0000      0.010      0.049     -0.186      0.053 
58593.0000      0.009      0.049     -0.169      0.053 
58594.0000      0.024      0.048     -0.153      0.051 
58595.0000      0.046      0.046     -0.138      0.049 
58596.0000      0.068      0.046     -0.125      0.048 
58597.0000      0.082      0.045     -0.116      0.048 
58598.0000      0.066      0.047     -0.117      0.051 
58599.0000      0.049      0.050     -0.120      0.055 
58600.0000      0.062      0.049     -0.121      0.054 
58601.0000      0.098      0.044     -0.121      0.048 
58602.0000      0.138      0.036     -0.123      0.038 
58603.0000      0.170      0.033     -0.130      0.035 
58604.0000      0.160      0.035     -0.150      0.036 
58605.0000      0.131      0.040     -0.176      0.042 
58606.0000      0.095      0.044     -0.200      0.046 
58607.0000      0.071      0.044     -0.215      0.047 
58608.0000      0.056      0.044     -0.221      0.047 
58609.0000      0.046      0.045     -0.219      0.047 
58610.0000      0.041      0.045     -0.212      0.047 
58611.0000      0.043      0.045     -0.197      0.047 
58612.0000      0.054      0.045     -0.172      0.047 
58613.0000      0.067      0.046     -0.147      0.048 
58614.0000      0.077      0.046     -0.136      0.048 
58615.0000      0.084      0.045     -0.138      0.048 
58616.0000      0.086      0.045     -0.144      0.047 
58617.0000      0.083      0.044     -0.151      0.047 
58618.0000      0.068      0.045     -0.142      0.047 
58619.0000      0.047      0.045     -0.131      0.047 
58620.0000      0.028      0.045     -0.122      0.048 
58621.0000      0.019      0.045     -0.135      0.048 
58622.0000      0.018      0.045     -0.160      0.048 
58623.0000      0.021      0.045     -0.184      0.047 
58624.0000      0.026      0.045     -0.201      0.047 
58625.0000      0.030      0.045     -0.189      0.048 
58626.0000      0.035      0.046     -0.166      0.048 
58627.0000      0.041      0.046     -0.142      0.049 
58628.0000      0.055      0.046     -0.144      0.049 
58629.0000      0.072      0.046     -0.162      0.049 
58630.0000      0.086      0.047     -0.183      0.050 
58631.0000      0.094      0.047     -0.203      0.050 
58632.0000      0.091      0.047     -0.214      0.050 
58633.0000      0.063      0.049     -0.204      0.053 
58634.0000      0.034      0.053     -0.187      0.058 
58635.0000      0.038      0.053     -0.177      0.058 
58636.0000      0.067      0.051     -0.171      0.055 
58637.0000      0.100      0.046     -0.166      0.049 
58638.0000      0.124      0.045     -0.159      0.047 
58639.0000      0.096      0.045     -0.138      0.048 
58640.0000      0.047      0.046     -0.113      0.049 
58641.0000     -0.006      0.047     -0.092      0.049 
58642.0000     -0.038      0.047     -0.088      0.049 
58643.0000     -0.053      0.047     -0.097      0.049 
58644.0000     -0.057      0.046     -0.112      0.048 
58645.0000     -0.053      0.045     -0.131      0.047 
58646.0000     -0.040      0.045     -0.151      0.047 
58647.0000     -0.016      0.045     -0.173      0.047 
58648.0000      0.011      0.046     -0.186      0.048 
58649.0000      0.029      0.046     -0.169      0.048 
58650.0000      0.040      0.046     -0.127      0.048 
58651.0000      0.045      0.046     -0.074      0.048 
58652.0000      0.046      0.046     -0.017      0.048 
58653.0000      0.048      0.046     -0.001      0.048 
58654.0000      0.048      0.045     -0.007      0.047 
58655.0000      0.046      0.043     -0.025      0.045 
58656.0000      0.042      0.037     -0.051      0.039 
58657.0000      0.037      0.033     -0.084      0.034 
58658.0000      0.031      0.032     -0.122      0.034 
58659.0000      0.024      0.032     -0.162      0.034 
58660.0000      0.012      0.032     -0.203      0.034 
58661.0000     -0.001      0.032     -0.242      0.034 
58662.0000     -0.013      0.035     -0.276      0.036 
58663.0000     -0.024      0.041     -0.304      0.043 
58664.0000     -0.033      0.044     -0.323      0.047 
58665.0000     -0.039      0.045     -0.330      0.047 
58666.0000     -0.042      0.045     -0.324      0.048 
58667.0000     -0.034      0.046     -0.285      0.048 
58668.0000     -0.024      0.048     -0.237      0.050 
58669.0000     -0.017      0.049     -0.192      0.051 
58670.0000     -0.019      0.048     -0.166      0.050 
58671.0000     -0.028      0.043     -0.153      0.045 
58672.0000     -0.040      0.036     -0.145      0.037 
58673.0000     -0.056      0.033     -0.139      0.034 
58674.0000     -0.076      0.035     -0.123      0.036 
58675.0000     -0.095      0.040     -0.106      0.042 
58676.0000     -0.112      0.044     -0.092      0.046 
58677.0000     -0.124      0.044     -0.094      0.046 
58678.0000     -0.128      0.045     -0.105      0.047 
58679.0000     -0.123      0.045     -0.117      0.047 
58680.0000     -0.107      0.045     -0.124      0.048 
58681.0000     -0.063      0.046     -0.105      0.048 
58682.0000     -0.013      0.047     -0.079      0.049 
58683.0000      0.030      0.048     -0.062      0.049 
58684.0000      0.012      0.047     -0.112      0.049 
58685.0000     -0.036      0.047     -0.188      0.048 
58686.0000     -0.075      0.046     -0.245      0.048 
58687.0000     -0.085      0.046     -0.257      0.048 
58688.0000     -0.038      0.048     -0.187      0.049 
58689.0000     -0.027      0.049     -0.140      0.051 
58690.0000     -0.058      0.052     -0.131      0.053 
58691.0000     -0.073      0.052     -0.122      0.053 
58692.0000     -0.070      0.049     -0.109      0.051 
58693.0000     -0.063      0.046     -0.098      0.048 
58694.0000     -0.055      0.045     -0.088      0.047 
58695.0000     -0.053      0.045     -0.081      0.047 
58696.0000     -0.056      0.045     -0.074      0.047 
58697.0000     -0.061      0.045     -0.067      0.047 
58698.0000     -0.077      0.045     -0.056      0.047 
58699.0000     -0.097      0.045     -0.043      0.047 
58700.0000     -0.112      0.045     -0.031      0.047 
58701.0000     -0.120      0.045     -0.020      0.047 
58702.0000     -0.098      0.045     -0.017      0.048 
58703.0000     -0.065      0.046     -0.016      0.049 
58704.0000     -0.032      0.046     -0.014      0.050 
58705.0000     -0.006      0.046      0.001      0.050 
58706.0000      0.007      0.048      0.020      0.052 
58707.0000      0.003      0.050      0.036      0.053 
58708.0000     -0.022      0.050      0.042      0.054 
58709.0000     -0.080      0.057      0.035      0.062 
58710.0000     -0.089      0.056      0.014      0.061 
58711.0000     -0.048      0.051     -0.016      0.055 
58712.0000     -0.006      0.050     -0.053      0.055 
58713.0000      0.027      0.050     -0.091      0.056 
58714.0000      0.050      0.051     -0.116      0.057 
58715.0000      0.055      0.051     -0.119      0.058 
58716.0000      0.010      0.050     -0.053      0.057 
58717.0000     -0.054      0.049      0.036      0.054 
58718.0000     -0.116      0.048      0.119      0.052 
58719.0000     -0.138      0.048      0.131      0.052 
58720.0000     -0.132      0.047      0.099      0.050 
58721.0000     -0.116      0.046      0.052      0.048 
58722.0000     -0.096      0.045      0.004      0.047 
58723.0000     -0.087      0.045     -0.009      0.047 
58724.0000     -0.082      0.046     -0.006      0.048 
58725.0000     -0.081      0.046      0.004      0.048 
58726.0000     -0.088      0.046      0.019      0.048 
58727.0000     -0.100      0.046      0.037      0.048 
58728.0000     -0.114      0.045      0.056      0.047 
58729.0000     -0.126      0.045      0.072      0.047 
58730.0000     -0.137      0.045      0.078      0.047 
58731.0000     -0.141      0.045      0.080      0.047 
58732.0000     -0.136      0.045      0.079      0.047 
58733.0000     -0.094      0.045      0.075      0.047 
58734.0000     -0.034      0.045      0.069      0.047 
58735.0000      0.023      0.045      0.064      0.047 
58736.0000      0.064      0.045      0.061      0.047 
58737.0000      0.042      0.045      0.066      0.047 
58738.0000     -0.005      0.046      0.075      0.048 
58739.0000     -0.054      0.046      0.086      0.049 
58740.0000     -0.066      0.046      0.099      0.049 
58741.0000     -0.055      0.046      0.111      0.048 
58742.0000     -0.036      0.045      0.123      0.048 
58743.0000     -0.016      0.045      0.132      0.047 
58744.0000     -0.013      0.045      0.134      0.048 
58745.0000     -0.014      0.046      0.134      0.048 
58746.0000     -0.013      0.046      0.137      0.048 
58747.0000      0.016      0.046      0.185      0.049 
58748.0000      0.056      0.046      0.243      0.049 
58749.0000      0.082      0.047      0.269      0.050 
58750.0000      0.081      0.047      0.239      0.050 
58751.0000      0.033      0.046      0.114      0.050 
58752.0000      0.038      0.046      0.058      0.049 
58753.0000      0.093      0.045      0.084      0.048 
58754.0000      0.074      0.045      0.102      0.048 
58755.0000      0.003      0.044      0.106      0.048 
58756.0000     -0.066      0.044      0.113      0.048 
58757.0000     -0.100      0.043      0.124      0.048 
58758.0000     -0.059      0.058      0.141      0.066 
58759.0000     -0.001      0.063      0.157      0.072 
58760.0000      0.051      0.063      0.168      0.072 
58761.0000      0.096      0.062      0.176      0.070 
58762.0000      0.129      0.060      0.181      0.063 
58763.0000      0.147      0.058      0.185      0.057 
58764.0000      0.144      0.058      0.187      0.056 
58765.0000      0.117      0.058      0.188      0.056 
58766.0000      0.037      0.054      0.192      0.053 
58767.0000     -0.040      0.048      0.193      0.049 
58768.0000     -0.049      0.046      0.180      0.048 
58769.0000     -0.005      0.046      0.159      0.049 
58770.0000      0.057      0.046      0.137      0.049 
58771.0000      0.119      0.046      0.120      0.049 
58772.0000      0.118      0.046      0.130      0.049 
58773.0000      0.093      0.045      0.149      0.048 
58774.0000      0.064      0.045      0.170      0.047 
58775.0000      0.053      0.045      0.173      0.048 
58776.0000      0.054      0.046      0.166      0.049 
58777.0000      0.061      0.048      0.160      0.051 
58778.0000      0.072      0.049      0.156      0.051 
58779.0000      0.088      0.048      0.173      0.051 
58780.0000      0.104      0.047      0.196      0.050 
58781.0000      0.117      0.046      0.216      0.049 
58782.0000      0.114      0.046      0.208      0.049 
58783.0000      0.102      0.045      0.186      0.048 
58784.0000      0.085      0.045      0.167      0.048 
58785.0000      0.068      0.045      0.159      0.048 
58786.0000      0.053      0.045      0.182      0.048 
58787.0000      0.042      0.046      0.217      0.049 
58788.0000      0.049      0.046      0.238      0.049 
58789.0000      0.072      0.046      0.246      0.049 
58790.0000      0.101      0.046      0.244      0.049 
58791.0000      0.130      0.046      0.233      0.049 
58792.0000      0.155      0.046      0.214      0.049 
